Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201912,999,45500, ,Texarkana  TX-AR ,31,31,6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,45820, ,Topeka  KS ,248,248,55197,2,4,460,3,9,842,0,0,0,248,248,55197,2,4,460,3,9,842,0,0,0
201912,999,46220, ,Tuscaloosa  AL ,485,485,115392,3,6,1425,40,149,9542,14,689,126556,164,164,40884,0,0,0,0,0,0,0,0,0
201912,999,46300, ,Twin Falls  ID ,529,529,98067,16,32,4519,48,192,16394,1,6,534,529,529,98067,16,32,4519,48,192,16394,1,6,534
201912,999,46520,C,Urban Honolulu  HI ,970,970,388405,0,0,0,8,24,15591,48,1614,304999,0,0,0,0,0,0,0,0,0,0,0,0
201912,999,46540, ,Utica-Rome  NY ,8,8,927,0,0,0,1,3,225,2,12,900,8,8,927,0,0,0,1,3,225,2,12,900
201912,999,46660, ,Valdosta  GA ,1072,1072,198868,5,10,663,0,0,0,0,0,0,533,533,107949,0,0,0,0,0,0,0,0,0
201912,999,47300, ,Visalia  CA ,1572,1572,355073,21,42,3608,4,15,1914,13,114,9766,1572,1572,355073,21,42,3608,4,15,1914,13,114,9766
201912,999,47380, ,Waco  TX ,624,624,132893,19,38,3556,0,0,0,23,276,16085,624,624,132893,19,38,3556,0,0,0,23,276,16085
201912,999,47940, ,Waterloo-Cedar Falls  IA ,96,96,26227,0,0,0,2,8,820,1,5,400,96,96,26227,0,0,0,2,8,820,1,5,400
201912,999,48060, ,Watertown-Fort Drum  NY ,129,129,17189,0,0,0,0,0,0,0,0,0,7,7,1265,0,0,0,0,0,0,0,0,0
201912,999,48300, ,Wenatchee  WA ,539,539,115378,6,12,2022,5,18,2787,8,89,10011,264,264,66371,6,12,2022,5,18,2787,8,89,10011
201912,999,48540, ,Wheeling  WV-OH ,1,1,100,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0
201912,999,48660, ,Wichita Falls  TX ,12,12,1945,0,0,0,0,0,0,0,0,0,12,12,1945,0,0,0,0,0,0,0,0,0
201912,999,48900, ,Wilmington  NC ,1322,1322,424288,2,4,1344,0,0,0,64,1598,190328,1310,1310,420418,2,4,1344,0,0,0,64,1598,190328
201912,999,49420, ,Yakima  WA ,412,412,99349,33,66,10607,9,31,2696,21,370,30665,412,412,99349,33,66,10607,9,31,2696,21,370,30665
201912,999,49740, ,Yuma  AZ ,1152,1152,177784,3,6,586,0,0,0,0,0,0,1152,1152,177784,3,6,586,0,0,0,0,0,0
