Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202012,999,45500, ,Texarkana  TX-AR ,27,27,5984,0,0,0,0,0,0,0,0,0,4,4,869,0,0,0,0,0,0,0,0,0
202012,999,45820, ,Topeka  KS ,303,303,77841,3,6,840,0,0,0,3,152,11594,299,299,77519,3,6,840,0,0,0,3,152,11594
202012,999,46220, ,Tuscaloosa  AL ,546,546,136097,3,6,1425,40,148,9786,11,459,83018,135,135,37563,0,0,0,0,0,0,0,0,0
202012,999,46300, ,Twin Falls  ID ,737,737,129868,23,46,6399,7,28,3021,13,84,6750,681,681,122771,23,46,6399,7,28,3021,13,84,6750
202012,999,46520,C,Urban Honolulu  HI ,895,895,357607,0,0,0,3,10,6496,27,916,167079,0,0,0,0,0,0,0,0,0,0,0,0
202012,999,46540, ,Utica-Rome  NY ,13,13,3488,1,2,200,0,0,0,0,0,0,13,13,3488,1,2,200,0,0,0,0,0,0
202012,999,46660, ,Valdosta  GA ,1122,1122,208760,6,12,795,0,0,0,0,0,0,497,497,103352,0,0,0,0,0,0,0,0,0
202012,999,47300, ,Visalia  CA ,1396,1396,323644,16,32,3471,22,77,13873,4,60,5985,1396,1396,323644,16,32,3471,22,77,13873,4,60,5985
202012,999,47380, ,Waco  TX ,654,654,136736,46,92,8635,0,0,0,2,90,9126,654,654,136736,46,92,8635,0,0,0,2,90,9126
202012,999,47940, ,Waterloo-Cedar Falls  IA ,114,114,32123,0,0,0,0,0,0,0,0,0,114,114,32123,0,0,0,0,0,0,0,0,0
202012,999,48060, ,Watertown-Fort Drum  NY ,123,123,15417,0,0,0,0,0,0,0,0,0,8,8,1230,0,0,0,0,0,0,0,0,0
202012,999,48300, ,Wenatchee  WA ,548,548,121790,3,6,1205,0,0,0,18,250,29983,234,234,61421,2,4,805,0,0,0,18,250,29983
202012,999,48540, ,Wheeling  WV-OH ,3,3,610,0,0,0,0,0,0,1,39,5057,3,3,610,0,0,0,0,0,0,1,39,5057
202012,999,48660, ,Wichita Falls  TX ,10,10,639,3,6,700,0,0,0,0,0,0,10,10,639,3,6,700,0,0,0,0,0,0
202012,999,48900, ,Wilmington  NC ,1417,1417,467135,9,18,3895,0,0,0,37,1505,188502,1403,1403,462620,9,18,3895,0,0,0,37,1505,188502
202012,999,49420, ,Yakima  WA ,334,334,84209,11,22,3297,10,32,3388,1,13,2109,334,334,84209,11,22,3297,10,32,3388,1,13,2109
202012,999,49740, ,Yuma  AZ ,1129,1129,187528,38,76,11864,7,28,1032,1,5,184,1129,1129,187528,38,76,11864,7,28,1032,1,5,184
